operon_no.	locus_tag	start	end 	sense
12	CCNA_00024	24091	24981	+
641	CCNA_01098	1203784	1203984	-
2074	CCNA_03519	3676818	3677144	+
1153.1	CCNA_02006	2153585	2154271	-
931	CCNA_01601	1722154	1722390	+
739	CCNA_01265	1395376	1395498	-
1528	CCNA_02643	2796353	2798122	-
1774.1	CCNA_03042	3197836	3198348	-
1773	CCNA_03040	3195074	3196756	-
39	CCNA_00086	91467	96290	-
1087	CCNA_01883	2022050	2023222	+
2395	CCNA_03938	850116	850442	-
454	CCNA_00799	863065	864705	-
1337	CCNA_02314	2459534	2460208	-
1561	CCNA_02692	2845243	2845935	-
987	CCNA_01703	1835056	1836111	+
2387	CCNA_03899	2672953	2673444	-
1198.1	CCNA_02103	2252045	2252605	-
2165	CCNA_03690	3856093	3856797	-
1675	CCNA_02882	3030666	3031067	-
1428	CCNA_02454	2592977	2596555	-
402	CCNA_00722	779643	779933	-
1560	CCNA_02689	2842846	2843370	+
1852	CCNA_03151	3306299	3308212	+
772	CCNA_01338	1451802	1452257	+
624	CCNA_01072	1178906	1179061	-
217	CCNA_00389	405104	405895	-
543	CCNA_00951	1028648	1029670	+
1431	CCNA_02458	2599611	2601062	+
709	CCNA_01203	1328834	1330816	-
159	CCNA_00283	295109	295969	-
1854	CCNA_03155	3311298	3311927	+
1614	CCNA_02779	2936771	2938135	+
1982	CCNA_03363	3542001	3542282	+
2278	CCNA_03863	4024825	4025235	-
315	CCNA_00568	585948	587111	-
827	CCNA_01437	1549757	1550008	-
2279	CCNA_03867	4029259	4030311	+
1828	CCNA_03118	3267043	3267282	-
1444	CCNA_02486	2634163	2635053	-
43	CCNA_00090	101960	102943	-
1835	CCNA_03128	3276178	3277110	-
1454	CCNA_02517	2667090	2667611	+
95	CCNA_00175	191032	191484	+
2121	CCNA_03602	3755724	3756998	+
1955	CCNA_03314	3488733	3489665	+
711	CCNA_01205	1331972	1332958	+
2219	CCNA_03767	3934841	3935338	-
242	CCNA_00433	438748	439005	+
1512	CCNA_02617	2765344	2766480	-
2414	CCNA_03979	2979690	2979911	+
1324	CCNA_02291	2438351	2439589	-
858	CCNA_01488	1594813	1596615	+
1179	CCNA_02073	2223933	2224532	+
2045	CCNA_03465	3628123	3629250	-
160	CCNA_00287	298212	299318	-
1228	CCNA_02157	2313463	2313810	-
266	CCNA_00481	497352	497597	+
1138	CCNA_01970	2114516	2115277	-
405	CCNA_00727	783127	783723	+
333	CCNA_00600	635661	636890	+
891	CCNA_01542	1651185	1653455	-
770	CCNA_01336	1448810	1450039	+
1365	CCNA_02360	2499556	2500476	-
2261	CCNA_03830	3994626	3995735	+
1079	CCNA_01869	2005990	2008671	-
577	CCNA_00998	1081367	1081786	+
1712	CCNA_02936	3097275	3097937	+
1305	CCNA_02264	2418025	2418600	-
1242	CCNA_02179	2330137	2331435	+
109	CCNA_00206	220931	221641	+
1682	CCNA_02891	3038068	3039954	+
1942	CCNA_03290	3457415	3457891	-
953	CCNA_01635	1753433	1754164	+
1709	CCNA_02933	3092264	3093979	+
1123	CCNA_01947	2089668	2090129	+
864	CCNA_01499	1609534	1610736	+
98	CCNA_00188	202763	203725	-
459	CCNA_00811	874918	875553	-
1837	CCNA_03130	3278952	3279647	-
1017	CCNA_01766	1894443	1895228	-
237	CCNA_00426	436545	436889	+
2156	CCNA_03673	3833388	3833789	-
1174	CCNA_02065	2215780	2217882	+
2406	CCNA_03954	1699323	1699610	+
1070	CCNA_01846	1977612	1978958	-
2276	CCNA_03861	4023532	4024185	-
2391	CCNA_03905	3539800	3540480	-
1478	CCNA_02564	2712015	2713130	-
1100	CCNA_01902	2044927	2045415	+
1909	CCNA_03246	3412371	3413435	-
2053	CCNA_03475	3639847	3640800	+
1794	CCNA_03069	3220698	3221069	+
1877	CCNA_03189	3349978	3350382	+
494	CCNA_00865	943210	944646	-
1953	CCNA_03312	3487743	3487922	+
2249	CCNA_03815	3978651	3979619	-
1738	CCNA_02978	3132879	3134357	+
741	CCNA_01267	1395950	1396687	-
1084	CCNA_01876	2014046	2015716	-
2080	CCNA_03528	3684965	3685681	-
2052	CCNA_03473	3639149	3639541	-
1773	CCNA_03041	3196753	3197646	-
2147	CCNA_03657	3818431	3819258	-
746	CCNA_01277	1402986	1404392	+
1699	CCNA_02917	3075368	3076375	+
1	CCNA_00002	1104	1703	+
22	CCNA_00053	55724	56668	-
211	CCNA_00382	398637	399713	-
783	CCNA_01357	1472300	1474144	+
1486	CCNA_02572	2724537	2725847	+
1994	CCNA_03382	3553817	3555118	+
1260	CCNA_02204	2351931	2352950	-
298	CCNA_00539	558249	559709	-
992	CCNA_01711	1842780	1844255	-
1270	CCNA_02214	2361994	2362434	+
2288	CCNA_00580	606207	609290	-
1244	CCNA_02181	2332741	2333406	-
261	CCNA_00476	493326	493709	-
334	CCNA_00605	641122	641910	-
221	CCNA_00395	411052	412842	+
1220	CCNA_02143	2301523	2302311	+
2035	CCNA_03448	3613397	3613870	-
567.1	CCNA_00987	1067843	1068046	+
2014	CCNA_03414	3581213	3582355	-
1074	CCNA_01856	1987428	1989626	+
1981	CCNA_03362	3541273	3541812	-
1747	CCNA_03903	3144126	3144539	+
2014	CCNA_03413	3580852	3581187	-
604	CCNA_01042	1137267	1139762	-
17	CCNA_00033	35824	37962	-
230	CCNA_00415	428613	429584	-
1049	CCNA_01815	1939826	1941247	+
1701	CCNA_02923	3082765	3085839	-
1219	CCNA_02140	2298776	2299900	-
2274	CCNA_03859	4022266	4022952	-
787	CCNA_01366	1482020	1482244	-
969	CCNA_01667	1789742	1790440	+
717	CCNA_01224	1350729	1352060	-
255	CCNA_00465	477921	479033	+
8	CCNA_00018	18735	19784	-
204	CCNA_00366	383009	383803	+
965	CCNA_01658	1778893	1779993	+
1751	CCNA_02996	3151281	3152474	-
208	CCNA_00379	396026	396640	-
200	CCNA_00360	376916	377806	+
1866	CCNA_03171	3329327	3331879	-
717.1	CCNA_01221	1347735	1347995	-
1486	CCNA_02574	2726580	2727155	+
1112	CCNA_01923	2068157	2069710	+
764	CCNA_01304	1431129	1431329	+
1038	CCNA_01791	1917887	1919539	+
274	CCNA_00496	512331	514298	+
2303	CCNA_00268	282130	283956	+
521	CCNA_00913	993033	993209	-
582	CCNA_01011	1091049	1092254	-
2147	CCNA_03655	3816172	3817485	-
259	CCNA_00470	484789	486132	-
1402	CCNA_02413	2557000	2558163	-
2036	CCNA_03450	3615471	3615809	+
1376	CCNA_02376	2520245	2520523	+
1155	CCNA_02036	2180650	2180928	-
1219	CCNA_02141	2299928	2300545	-
1219	CCNA_02139	2298195	2298779	-
357	CCNA_00652	704241	704585	+
946.2	CCNA_01622	1742148	1744376	+
1	CCNA_00003	1700	2557	+
942	CCNA_01615	1735967	1737985	+
1033	CCNA_01786	1913996	1914736	+
361	CCNA_00661	718799	719233	-
798	CCNA_01384	1500699	1502186	-
706	CCNA_01198	1321668	1322570	+
919	CCNA_01583	1698521	1699561	-
1699	CCNA_02918	3076384	3077271	+
139	CCNA_00254	267164	268066	+
499	CCNA_00875	953751	953924	-
1449	CCNA_02509	2659601	2660530	+
813	CCNA_01409	1526556	1527560	-
1761	CCNA_03013	3165964	3167547	+
1866	CCNA_03170	3328757	3329278	-
2094	CCNA_03556	3712655	3712975	-
726	CCNA_01242	1367607	1369202	-
364	CCNA_00671	728965	729756	-
2237	CCNA_03794	3957923	3958573	+
77	CCNA_00142	154535	154912	-
1326	CCNA_02295	2442546	2442866	+
257	CCNA_00468	481820	481933	-
411	CCNA_00736	793143	793649	-
1398	CCNA_02409	2552018	2553811	+
1639	CCNA_03978	2979670	2979816	-
168	CCNA_00304	318031	319308	-
1349	CCNA_02334	2475540	2475935	+
2112	CCNA_03588	3742253	3743956	-
1150	CCNA_02003	2148907	2152338	-
1665	CCNA_02868	3020152	3020331	-
454	CCNA_00795	858980	859588	-
434	CCNA_00772	827021	827239	-
14	CCNA_00028	30337	32658	-
958	CCNA_01646	1766524	1767183	-
2021	CCNA_03426	3591851	3592315	-
1397	CCNA_02408	2550731	2551864	-
580	CCNA_01001	1083029	1083940	-
1624	CCNA_02796	2955973	2956107	-
612	CCNA_01054	1153331	1154830	+
1013	CCNA_01758	1884593	1885594	-
2015	CCNA_03415	3582474	3582704	-
1661	CCNA_02863	3016985	3017605	-
2185	CCNA_03721	3885212	3886657	+
59	CCNA_00115	122939	126268	+
1202	CCNA_02113	2262551	2263219	+
1295	CCNA_02250	2397843	2399807	-
1040	CCNA_01793	1919960	1920958	+
517	CCNA_00899	977024	978094	-
761	CCNA_01299	1424774	1425400	+
1957	CCNA_03316	3491091	3492974	+
917	CCNA_01581	1697642	1697974	+
1445	CCNA_02493	2640344	2641492	+
1214	CCNA_02128	2281453	2282658	+
1501	CCNA_02598	2744972	2745274	-
530	CCNA_00926	1002665	1003636	-
2150.1	CCNA_03667	3829300	3829656	+
2375	CCNA_03888	761965	762324	+
1424	CCNA_02447	2588329	2589087	-
2063	CCNA_03491	3650871	3651653	-
1153.1	CCNA_02010	2157310	2157570	-
404	CCNA_00725	780950	781612	-
370	CCNA_00682	738076	738534	+
201	CCNA_00362	378802	379287	-
2088	CCNA_03538	3696150	3697019	-
1136	CCNA_01968	2111609	2112478	+
922	CCNA_01587	1705307	1706755	+
1118	CCNA_01942	2084921	2085397	-
1416	CCNA_02437	2577811	2578719	-
643	CCNA_01101	1207424	1207945	-
686	CCNA_01169	1287879	1288691	-
1349	CCNA_02335	2475998	2476834	+
717	CCNA_01226	1353186	1353818	-
343	CCNA_00617	660731	661774	+
2090.1	CCNA_03545	3702077	3702508	+
2153	CCNA_03669	3830389	3830733	-
1391	CCNA_02398	2540198	2541193	-
2073	CCNA_03515	3672544	3672705	-
1297	CCNA_02254	2404518	2405678	-
386	CCNA_00703	762427	762633	+
1787	CCNA_03061	3213009	3213830	+
1153	CCNA_02022	2168298	2169368	-
1639	CCNA_02822	2978809	2979663	-
1606	CCNA_02762	2924124	2924789	+
1167	CCNA_02053	2202810	2203127	+
158	CCNA_00282	294659	294991	+
1203	CCNA_02114	2263333	2263515	-
1118	CCNA_01941	2083785	2084924	-
1199	CCNA_02106	2253663	2256422	-
2150	CCNA_03664	3825000	3825773	+
2147	CCNA_03658	3819271	3820491	-
1902	CCNA_03224	3386717	3386956	-
961	CCNA_01651	1771304	1774063	+
585	CCNA_01015	1095313	1096998	+
1821	CCNA_03108	3257575	3260856	-
875	CCNA_01520	1629134	1629508	+
206	CCNA_00372	388756	388980	-
675	CCNA_01155	1258877	1261810	+
525	CCNA_00918	995336	996205	+
1913	CCNA_03250	3421457	3422272	+
29	CCNA_00064	66331	68127	-
993	CCNA_01714	1845426	1845773	+
713	CCNA_01215	1341995	1342432	-
171	CCNA_00313	326715	328544	-
2038	CCNA_03452	3616454	3616693	-
684	CCNA_01164	1280183	1282201	+
1958	CCNA_03317	3492997	3496248	-
2065	CCNA_03493	3652689	3653120	-
2231	CCNA_03784	3951525	3952418	-
2175	CCNA_03703	3871549	3872190	-
2212	CCNA_03755	3924496	3925947	-
2096	CCNA_03559	3714278	3714529	-
1617	CCNA_02783	2940765	2942291	+
779	CCNA_01352	1463957	1465588	-
371	CCNA_00683	738931	740460	-
1507	CCNA_02608	2755289	2755867	+
1951	CCNA_03307	3484065	3484331	+
979	CCNA_01687	1814109	1814819	+
218	CCNA_00390	405999	407213	+
106	CCNA_00201	215418	216098	+
2175.1	CCNA_03702	3869691	3871400	-
1195	CCNA_02099	2248481	2249896	-
940	CCNA_03955	1730240	1730296	+
2377	CCNA_03928	771136	771327	-
1470	CCNA_02545	2692800	2694473	-
2388	CCNA_03900	2684051	2684416	+
499	CCNA_00877	954339	954947	-
2165.1	CCNA_03691	3856964	3857842	-
1704	CCNA_02926	3088377	3088547	+
764	CCNA_01308	1433070	1433366	+
838	CCNA_01452	1565802	1566356	+
170	CCNA_00310	324066	324845	-
1130.1	CCNA_01957	2102616	2103425	-
1160.5	CCNA_02041	2186211	2186852	-
637	CCNA_01090	1196289	1197659	-
543	CCNA_00948	1026439	1026720	+
2209	CCNA_03751	3921045	3921557	-
1462	CCNA_03969	2680864	2680953	-
2370	CCNA_03998	475532	476800	+
246	CCNA_00447	453301	453864	+
701	CCNA_01191	1311323	1312558	-
1572	CCNA_02711	2870419	2870862	+
2381	CCNA_03889	946747	947268	+
690	CCNA_01178	1297640	1298146	+
2135	CCNA_03628	3783744	3785231	-
461	CCNA_00816	879721	879912	-
33	CCNA_00079	83414	83893	-
259	CCNA_00472	487093	488169	-
1724	CCNA_02956	3115178	3115714	-
938	CCNA_01608	1727463	1728137	-
1882	CCNA_03197	3356950	3357684	+
951	CCNA_01629	1749159	1750004	+
1642	CCNA_02827	2982256	2982522	+
784	CCNA_01361	1477574	1477915	+
431	CCNA_00767	824218	824421	-
1608	CCNA_02765	2926506	2926889	-
289	CCNA_00524	537635	538759	-
1900	CCNA_03222	3384698	3385912	+
833	CCNA_01444	1555589	1557607	-
755	CCNA_01291	1416848	1417858	+
510	CCNA_00890	967847	968767	-
2104	CCNA_03576	3731648	3731929	-
1765	CCNA_03021	3175645	3175857	-
1070	CCNA_01850	1980704	1982701	-
1586	CCNA_02737	2898473	2898928	-
1438	CCNA_02470	2612678	2613682	-
2140	CCNA_03996	3789044	3789103	-
2141	CCNA_03636	3789689	3790714	-
1153	CCNA_02016	2162766	2164268	-
1906	CCNA_03233	3397643	3399046	-
772	CCNA_01340	1453071	1454321	+
665	CCNA_01138	1240937	1241314	+
490	CCNA_00857	933527	934963	-
271	CCNA_00489	507328	507747	-
710	CCNA_01204	1330891	1331838	-
1910	CCNA_03247	3413760	3415601	+
1758	CCNA_03009	3163060	3163908	+
101	CCNA_00194	208043	208345	-
1996	CCNA_03384	3557213	3557443	+
1978	CCNA_03355	3533132	3535117	-
2386	CCNA_03896	2230242	2230709	+
1234	CCNA_02167	2320949	2321581	-
2424	CCNA_03997	3952640	3953302	+
359	CCNA_00655	708328	710310	-
67	CCNA_00128	137246	138472	-
2157	CCNA_03675	3834296	3836134	+
2063	CCNA_03490	3650597	3650818	-
1010	CCNA_01754	1881367	1881672	-
246	CCNA_00448	453868	454251	+
56	CCNA_00111	120752	121498	+
1132	CCNA_01962	2106314	2106967	+
399	CCNA_00718	771887	772783	-
233	CCNA_00422	432336	433088	-
1505	CCNA_02604	2749903	2750319	-
1145	CCNA_01982	2127354	2128766	+
1976	CCNA_03352	3530448	3531203	-
1528	CCNA_02640	2792403	2793515	-
1781	CCNA_03053	3207465	3208235	+
1023	CCNA_01773	1899409	1900026	-
1773	CCNA_03035	3189178	3190266	-
677	CCNA_01158	1264250	1266709	+
42	CCNA_00089	99466	101895	-
1243	CCNA_02180	2331553	2332653	-
1615	CCNA_02780	2938555	2939340	+
1488	CCNA_02577	2728727	2728966	+
826	CCNA_01433	1548563	1548865	+
171	CCNA_00316	330777	331910	-
2218	CCNA_03764	3932758	3933612	+
525	CCNA_00920	996464	997576	+
582	CCNA_01007	1086496	1086663	-
748	CCNA_01284	1410657	1411604	+
1361	CCNA_02354	2493653	2494216	+
704	CCNA_01196	1319269	1321248	+
27	CCNA_03913	64440	64487	-
566	CCNA_00984	1064062	1064613	-
246	CCNA_00446	452915	453304	+
590	CCNA_01023	1109908	1111458	+
1207	CCNA_02119	2269507	2270220	-
26	CCNA_00061	61885	63153	+
2174	CCNA_03701	3869198	3869488	-
974	CCNA_01677	1803814	1805058	+
2256	CCNA_03823	3989134	3989892	+
18	CCNA_00039	41403	41921	-
1153	CCNA_02030	2175516	2175911	-
243	CCNA_00435	440156	441607	+
1121	CCNA_01945	2086909	2088006	-
171	CCNA_00315	329224	330753	-
2090	CCNA_03543	3700066	3701340	+
895	CCNA_01548	1661146	1662360	+
1689	CCNA_02900	3053174	3054487	-
654	CCNA_01119	1223722	1224102	+
44	CCNA_00092	104039	104929	-
2240	CCNA_03800	3963328	3964194	-
1257	CCNA_02201	2349785	2350345	-
853	CCNA_01479	1586381	1588444	+
1144	CCNA_01981	2125014	2127191	-
284	CCNA_00514	528078	528908	+
484	CCNA_00849	921731	923134	-
970	CCNA_01668	1790704	1791576	+
1970.1	CCNA_03341	3522074	3522772	-
2100.5	CCNA_03994	3725054	3725227	-
699	CCNA_01189	1306766	1309666	+
1462	CCNA_02534	2680963	2681133	-
1594	CCNA_02746	2908259	2909275	+
1442	CCNA_02478	2622982	2623884	-
735	CCNA_01259	1386326	1387099	+
1301	CCNA_02259	2410154	2410720	+
2112	CCNA_03590	3744561	3744746	-
1225	CCNA_02153	2309204	2310124	-
1375	CCNA_02373	2518748	2519674	-
1406	CCNA_02421	2564732	2565640	-
1194	CCNA_02098	2247588	2248484	+
308	CCNA_00554	570238	571044	+
1374	CCNA_02371	2517092	2518606	+
936	CCNA_01605	1725350	1725889	-
2244	CCNA_03808	3972688	3973200	+
2419	CCNA_03985	3263371	3263811	+
819	CCNA_01424	1540672	1541166	+
1411	CCNA_02429	2570989	2571447	-
282	CCNA_00510	524523	525200	-
1013	CCNA_01757	1883718	1884548	-
2185	CCNA_03722	3886784	3891310	+
1896	CCNA_03214	3375756	3376166	-
1048	CCNA_01812	1936456	1937604	-
1137	CCNA_01969	2112556	2114394	-
1139	CCNA_01972	2117381	2118922	+
152	CCNA_00272	285476	286765	+
1339	CCNA_02320	2462335	2463360	-
1146	CCNA_01984	2130172	2130435	-
1129	CCNA_01955	2100319	2101740	+
1201	CCNA_02111	2260760	2261314	-
2281	CCNA_03875	4037386	4038351	+
966	CCNA_01660	1781219	1781911	-
312	CCNA_00561	576324	576668	+
1798	CCNA_03076	3225530	3227779	+
516	CCNA_00897	976013	976177	+
1372	CCNA_02368	2510397	2512040	-
1794	CCNA_03068	3220072	3220701	+
621	CCNA_01068	1172841	1174130	-
2193	CCNA_03730	3897870	3898751	-
1487	CCNA_02575	2727217	2727531	-
806.1	CCNA_01397	1516960	1517832	+
321	CCNA_00582	611200	611757	+
697	CCNA_01186	1304705	1305016	+
2259	CCNA_03828	3993731	3994198	+
1982	CCNA_03364	3542359	3543201	+
147	CCNA_00263	275815	276237	-
1763	CCNA_03019	3171579	3174431	-
464	CCNA_00824	885326	886054	-
841	CCNA_01459	1568188	1568445	+
765	CCNA_01328	1443405	1443773	+
2005	CCNA_03398	3568899	3569450	-
1477	CCNA_02561	2707489	2708913	-
2265	CCNA_03839	4004243	4006246	+
998	CCNA_01733	1861826	1862920	-
1491	CCNA_02582	2732176	2732322	+
869	CCNA_01507	1617542	1618201	-
1304	CCNA_02262	2413447	2417358	+
1496	CCNA_02590	2739616	2740506	+
2196	CCNA_03734	3901941	3903977	-
503	CCNA_00880	959391	960950	-
317	CCNA_00573	593829	596600	+
168	CCNA_00306	320335	321048	-
556	CCNA_00969	1044122	1045882	-
1468	CCNA_02542	2691699	2692151	+
1570	CCNA_02708	2868545	2868976	+
2380	CCNA_03885	527284	527934	+
923	CCNA_01589	1708112	1709248	-
755	CCNA_01292	1417855	1418280	+
2068	CCNA_03502	3659496	3660779	-
443	CCNA_00782	842489	844108	-
2303	CCNA_00269	284102	284431	+
1654	CCNA_02851	3004685	3005377	+
167	CCNA_00302	315702	316991	+
40	CCNA_00087	96628	97737	-
1365	CCNA_02357	2496500	2497996	-
388	CCNA_00706	763590	764003	-
229.1	CCNA_00413	426379	427632	+
1160.1	CCNA_02042	2187021	2188385	-
1727	CCNA_02961	3117581	3118651	-
825	CCNA_01432	1547371	1548348	+
215	CCNA_00387	403575	403997	+
459	CCNA_00813	876155	877531	-
764	CCNA_01320	1438106	1438504	+
1153	CCNA_02031	2175933	2176526	-
1083	CCNA_01875	2012838	2013983	+
773	CCNA_01343	1457249	1458061	+
1818	CCNA_03105	3255828	3256478	-
982	CCNA_01694	1821724	1823658	-
122	CCNA_00225	243024	243056	+
971	CCNA_01671	1793574	1793930	+
1118	CCNA_01933	2077966	2078166	-
82	CCNA_00151	160464	161180	-
1809	CCNA_03091	3240500	3240700	+
1284	CCNA_02236	2385001	2385906	+
1383	CCNA_02389	2532845	2534233	-
419	CCNA_00748	805164	805484	+
2215	CCNA_03761	3930947	3931366	+
1314	CCNA_02274	2425338	2425823	-
77	CCNA_00144	155819	156973	-
597.1	CCNA_01033	1121997	1122992	+
213	CCNA_00385	401527	402861	+
483	CCNA_00847	920836	921303	+
857	CCNA_01487	1593897	1594643	+
1045	CCNA_01802	1926792	1926908	+
2114	CCNA_03592	3745966	3746511	-
263	CCNA_00478	494406	495143	-
1135	CCNA_01967	2111017	2111514	+
110	CCNA_00208	222283	223272	-
1086	CCNA_01878	2016779	2018377	-
22	CCNA_00051	54296	55222	-
1350	CCNA_02336	2476809	2477789	-
115	CCNA_00216	233470	233862	-
2136	CCNA_03630	3786224	3786790	-
157	CCNA_00281	293641	294567	-
555	CCNA_00968	1042164	1043663	+
494	CCNA_00866	944663	945817	-
784	CCNA_01362	1477912	1478580	+
1816	CCNA_03102	3252367	3253851	-
89	CCNA_00163	172964	175183	+
1049	CCNA_01813	1937704	1938711	+
292	CCNA_00531	543145	543528	+
2260	CCNA_03829	3994195	3994335	-
2180	CCNA_03710	3876441	3876983	-
2034	CCNA_03446	3611128	3612993	-
1857	CCNA_03160	3316096	3316611	-
581	CCNA_01005	1085652	1086071	+
1679	CCNA_02888	3036185	3037249	+
2179	CCNA_03708	3875483	3875851	-
1808	CCNA_03089	3238826	3239239	-
1486	CCNA_02573	2725850	2726593	+
708	CCNA_01202	1326323	1328746	-
1694	CCNA_02908	3063971	3064684	-
1153	CCNA_02021	2168059	2168298	-
664	CCNA_01136	1239400	1240290	-
1037	CCNA_01790	1917304	1917771	+
1143	CCNA_01979	2123444	2124148	+
1535	CCNA_02655	2808776	2809300	-
818	CCNA_01420	1538042	1538515	+
1868	CCNA_03178	3337710	3338066	-
435	CCNA_00773	827458	828936	+
227	CCNA_00407	422528	423007	+
648	CCNA_01110	1215774	1216700	+
1474	CCNA_02556	2703150	2703731	+
1572	CCNA_02713	2871790	2873037	+
341	CCNA_00612	653295	654179	-
277	CCNA_00502	518474	519211	+
369	CCNA_00681	737244	737981	-
570	CCNA_00990	1071582	1072052	-
449	CCNA_00789	852873	853523	-
677	CCNA_01157	1262857	1264356	+
616	CCNA_01058	1159130	1159429	-
285	CCNA_00515	529324	531657	+
49.1	CCNA_00099	109239	110969	-
873	CCNA_01513	1622843	1623826	+
742	CCNA_01268	1396765	1397271	-
289	CCNA_00521	536277	536528	-
501	CCNA_00879	956807	959071	+
959	CCNA_01649	1769664	1770605	+
307	CCNA_00552	568956	569426	-
1500	CCNA_02597	2744512	2744892	-
996	CCNA_01724	1850579	1851331	+
698	CCNA_01187	1305189	1305740	+
1655	CCNA_02852	3005378	3006748	-
33	CCNA_00078	81533	83326	-
571	CCNA_00992	1072625	1073638	-
1731	CCNA_02965	3120990	3122231	-
1924	CCNA_03267	3437329	3437760	+
1868	CCNA_03176	3335155	3335445	-
2253	CCNA_03819	3983868	3986345	+
280	CCNA_00506	520955	522235	+
403	CCNA_00724	780321	780749	+
1443	CCNA_02485	2632636	2634048	-
1757	CCNA_03003	3156484	3158154	+
1908	CCNA_03245	3411015	3412343	+
318	CCNA_00575	599049	600167	+
54	CCNA_00108	118467	119144	-
1666	CCNA_02871	3021200	3021598	-
2057	CCNA_03481	3644280	3644732	+
1029	CCNA_01782	1908936	1911152	-
520	CCNA_00903	982938	984485	+
1657	CCNA_02856	3009579	3010088	-
1653	CCNA_02849	3002988	3003476	-
1098	CCNA_01899	2041635	2042645	-
578	CCNA_01000	1082537	1082725	+
563	CCNA_00977	1057369	1057779	+
1418	CCNA_02439	2579905	2581197	-
1548	CCNA_02673	2825362	2828268	+
327	CCNA_00588	617604	617843	+
1582	CCNA_02732	2894963	2895169	-
229	CCNA_00412	425636	426286	+
703	CCNA_01195	1318104	1319129	-
478	CCNA_00840	909868	911793	+
1614	CCNA_02778	2936392	2936646	+
2150	CCNA_03665	3825824	3829063	+
2404	CCNA_03952	1649019	1649504	+
1557	CCNA_02684	2837433	2838476	+
1975	CCNA_03351	3529418	3530380	-
1758	CCNA_03006	3159681	3160784	+
98	CCNA_00186	200286	201602	-
1817	CCNA_03103	3253928	3254530	+
1633	CCNA_02816	2973537	2973908	-
979	CCNA_01686	1813006	1814112	+
503	CCNA_00881	960947	961699	-
1035	CCNA_01788	1916111	1916470	-
883	CCNA_01530	1637841	1638677	+
656	CCNA_01121	1224493	1226007	+
1252	CCNA_02194	2344537	2345928	+
307	CCNA_00553	569423	570172	-
2413	CCNA_03977	2959963	2960223	+
1147.1	CCNA_01988	2134332	2135123	-
1831	CCNA_03123	3269474	3269770	-
764	CCNA_01314	1436077	1436268	+
2087	CCNA_03535	3694097	3695053	+
848	CCNA_01466	1574323	1574589	-
360	CCNA_00657	712528	713880	+
225	CCNA_00405	421211	422068	+
618	CCNA_01060	1163016	1164752	+
1101	CCNA_01909	2053976	2055085	-
554	CCNA_00967	1041399	1042019	-
1907	CCNA_03244	3410275	3410946	-
229	CCNA_00411	425076	425639	+
2163	CCNA_03688	3854292	3854765	-
1721	CCNA_02951	3111149	3111856	+
276	CCNA_00501	516738	518417	-
573	CCNA_00994	1075409	1077076	-
1362	CCNA_02355	2494298	2495023	+
1480	CCNA_02566	2713910	2716501	+
1327	CCNA_02297	2444280	2444861	-
316	CCNA_00572	591765	593513	+
1528	CCNA_02644	2798119	2798562	-
1053	CCNA_01824	1950334	1950669	-
2259	CCNA_03827	3992475	3993671	+
841	CCNA_01457	1567625	1567876	+
1970.3	CCNA_03333	3512269	3514662	-
872	CCNA_01512	1621899	1622564	+
860	CCNA_01490	1598349	1599989	+
993	CCNA_01713	1844752	1845330	+
250	CCNA_00453	459857	460948	-
1125	CCNA_01950	2092058	2093173	-
1457	CCNA_02523	2672380	2672874	+
65.1	CCNA_00124	134826	135413	-
1097	CCNA_01896	2039570	2039776	-
30	CCNA_00066	69120	69488	-
181	CCNA_00332	343435	344109	+
268	CCNA_00485	501114	502142	-
2144	CCNA_03640	3798872	3800110	-
1789	CCNA_03062	3213796	3214908	-
364	CCNA_00670	728203	728955	-
898	CCNA_01553	1668534	1669094	+
485	CCNA_00852	927638	928252	+
1894	CCNA_03212	3375108	3375323	-
1541	CCNA_02662	2815723	2817327	-
806.1	CCNA_01396	1515188	1516918	+
2212	CCNA_03756	3926010	3926939	-
133	CCNA_00245	257623	257907	+
1445	CCNA_02495	2642733	2643950	+
930	CCNA_01599	1720927	1721103	-
1306	CCNA_02265	2418653	2419132	+
2156	CCNA_03674	3833786	3834130	-
107	CCNA_00203	217328	218332	+
191	CCNA_00351	366112	368271	+
1183	CCNA_02085	2234353	2235390	-
380	CCNA_00696	756229	756804	+
201	CCNA_00365	381396	382655	-
355	CCNA_00642	692642	692899	-
53	CCNA_00105	116088	116786	+
737	CCNA_01261	1388006	1389121	+
760	CCNA_01297	1422154	1422990	-
2243	CCNA_03804	3969955	3970287	-
947	CCNA_01623	1744514	1744933	-
893	CCNA_01545	1655039	1656220	+
1039	CCNA_01792	1919654	1919836	+
1405	CCNA_02418	2561765	2563204	+
695	CCNA_01183	1302605	1303633	+
2152	CCNA_03668	3829789	3829977	-
2035	CCNA_03447	3613084	3613359	-
2044	CCNA_03460	3623648	3624148	-
757	CCNA_01294	1418730	1419224	+
1608	CCNA_02766	2926886	2927164	-
1102.1	CCNA_01910	2055307	2055426	-
1974	CCNA_03350	3529215	3529412	+
1560	CCNA_02691	2844554	2845246	+
1222	CCNA_02148	2304950	2305180	+
1100	CCNA_01906	2050519	2052303	+
726	CCNA_01239	1364477	1365904	-
2267	CCNA_03844	4010206	4011498	+
1359	CCNA_02350	2489366	2489764	+
1634	CCNA_02817	2973979	2974182	-
1009.1	CCNA_01752	1879813	1880694	+
2412	CCNA_03974	2899489	2899896	-
