operon_no.	locus_tag	start	end	sense
2083	CCNA_03531	3687031	3688545	-
2082	CCNA_03530	3686586	3686966	-
2080	CCNA_03528	3684965	3685681	-
2079	CCNA_03527	3683461	3684822	-
2077	CCNA_03525	3683011	3683352	-
2077	CCNA_03524	3681121	3683001	-
2076	CCNA_03523	3680336	3680833	-
2073	CCNA_03518	3675514	3676443	-
2073	CCNA_03517	3673829	3675487	-
2073	CCNA_03516	3672702	3673721	-
2073	CCNA_03515	3672544	3672705	-
2073	CCNA_03514	3671916	3672566	-
2073.1	CCNA_03513	3670974	3671846	-
2072	CCNA_03512	3670438	3670800	-
2072	CCNA_03511	3669759	3670445	-
2072	CCNA_03510	3668362	3669759	-
2072	CCNA_03509	3667044	3668315	-
2072	CCNA_03508	3666448	3667026	-
2072	CCNA_03507	3664746	3666413	-
2070	CCNA_03505	3663479	3663961	-
2068	CCNA_03503	3660813	3661454	-
2068	CCNA_03502	3659496	3660779	-
2068	CCNA_03501	3658588	3659565	-
2068	CCNA_03500	3657155	3658564	-
2066	CCNA_03496	3655158	3655925	-
2065	CCNA_03495	3654263	3655060	-
2065	CCNA_03494	3653130	3654191	-
2065	CCNA_03493	3652689	3653120	-
2064	CCNA_03492	3651718	3652485	-
2063	CCNA_03491	3650871	3651653	-
2063	CCNA_03490	3650597	3650818	-
2062	CCNA_03489	3649563	3650528	-
2061	CCNA_03488	3648911	3649450	-
2059	CCNA_03486	3648096	3648524	-
2059	CCNA_03485	3647087	3648061	-
2059	CCNA_03484	3646621	3647085	-
2058	CCNA_03483	3645573	3646517	-
2058	CCNA_03482	3644815	3645576	-
2056	CCNA_03479	3642812	3643258	-
2054	CCNA_03477	3641243	3641656	-
2052	CCNA_03474	3639538	3639765	-
2052	CCNA_03473	3639149	3639541	-
2294	CCNA_03909	3636802	3637524	-
2294	CCNA_03469	3635003	3636805	-
2047	CCNA_03467	3630434	3632938	-
2045	CCNA_03465	3628123	3629250	-
2045	CCNA_03464	3627738	3628103	-
2045	CCNA_03463	3626273	3627619	-
2045	CCNA_03462	3624696	3626276	-
2044	CCNA_03461	3624145	3624564	-
2044	CCNA_03460	3623648	3624148	-
2042	CCNA_03992	3621641	3621718	-
2042	CCNA_03458	3621165	3621650	-
2042	CCNA_03457	3620488	3621267	-
2038	CCNA_03453	3616712	3617341	-
2038	CCNA_03452	3616454	3616693	-
2035	CCNA_03449	3613940	3615472	-
2035	CCNA_03448	3613397	3613870	-
2035	CCNA_03447	3613084	3613359	-
2034	CCNA_03446	3611128	3612993	-
2031	CCNA_03443	3605305	3605787	-
2031	CCNA_03442	3604872	3605282	-
2031	CCNA_03441	3604489	3604857	-
2031	CCNA_03440	3603496	3604488	-
2030	CCNA_03439	3603264	3603389	-
2029	CCNA_03438	3602833	3603162	-
2029	CCNA_03437	3602289	3602786	-
2026	CCNA_03432	3595609	3596454	-
2024	CCNA_03430	3593983	3594108	-
2024	CCNA_03429	3593366	3593983	-
2023	CCNA_03428	3592995	3593264	-
2023	CCNA_03907	3592612	3592947	-
2021	CCNA_03426	3591851	3592315	-
2019	CCNA_03423	3589731	3590120	-
2019	CCNA_03422	3587899	3589689	-
2019	CCNA_03421	3586537	3587892	-
2017	CCNA_03418	3584768	3585241	-
2017	CCNA_03417	3583841	3584764	-
2016	CCNA_03416	3582768	3583769	-
2015	CCNA_03415	3582474	3582704	-
2014	CCNA_03414	3581213	3582355	-
2014	CCNA_03413	3580852	3581187	-
2014	CCNA_03412	3579405	3580823	-
2013	CCNA_03410	3577757	3578569	-
2013	CCNA_03409	3576740	3577696	-
2013	CCNA_03408	3575785	3576702	-
2013	CCNA_03407	3574358	3575788	-
2011	CCNA_03405	3573190	3573867	-
2008	CCNA_03402	3571232	3572206	-
2007	CCNA_03401	3570378	3571091	-
2005	CCNA_03399	3569377	3569994	-
2005	CCNA_03398	3568899	3569450	-
2005	CCNA_03397	3568610	3568840	-
2001	CCNA_03393	3564851	3565342	-
2001	CCNA_03392	3563760	3564845	-
1999	CCNA_03389	3561988	3562923	-
1999	CCNA_03388	3561263	3561988	-
1999	CCNA_03387	3560500	3561213	-
1997	CCNA_03385	3557646	3558134	-
1995	CCNA_03383	3555235	3557088	-
1993	CCNA_03380	3551865	3552536	-
1993	CCNA_03379	3551638	3551865	-
1991	CCNA_03377	3550214	3550669	-
1991	CCNA_03376	3549678	3550217	-
1991	CCNA_03375	3548806	3549681	-
1988	CCNA_03372	3547357	3547542	-
1988.1	CCNA_03371	3546725	3547204	-
1986	CCNA_03369	3545467	3546042	-
1981	CCNA_03362	3541273	3541812	-
1981	CCNA_03273	3540642	3541286	-
2391	CCNA_03905	3539800	3540480	-
1979	CCNA_03357	3535517	3535900	-
1979	CCNA_03356	3535187	3535513	-
1978	CCNA_03355	3533132	3535117	-
1977	CCNA_03354	3532153	3532797	-
1977	CCNA_03353	3531298	3532131	-
1976	CCNA_03352	3530448	3531203	-
1975	CCNA_03351	3529418	3530380	-
1973	CCNA_03349	3528978	3529166	-
2422	CCNA_03991	3527624	3527956	-
1970	CCNA_03346	3525834	3526355	-
1970	CCNA_03345	3525220	3525837	-
1970	CCNA_03344	3524183	3525223	-
1970	CCNA_03343	3523327	3524193	-
1970	CCNA_03342	3522887	3523330	-
1970.1	CCNA_03341	3522074	3522772	-
1970.1	CCNA_03340	3521551	3522069	-
1970.1	CCNA_03339	3520731	3521543	-
1970.1	CCNA_03338	3519403	3520734	-
1970.2	CCNA_03337	3518640	3519206	-
1970.2	CCNA_03336	3517708	3518562	-
1970.2	CCNA_03335	3516491	3517717	-
1970.3	CCNA_03334	3514514	3516394	-
1970.3	CCNA_03333	3512269	3514662	-
1970.3	CCNA_03332	3511434	3512258	-
1970.3	CCNA_03331	3510578	3511381	-
1970.3	CCNA_03330	3509997	3510581	-
1970.3	CCNA_03329	3509941	3510057	-
1970.3	CCNA_03328	3509078	3509905	-
1962	CCNA_03325	3506186	3506512	-
1962	CCNA_03324	3505687	3506115	-
1962	CCNA_03323	3504361	3505551	-
1962	CCNA_03322	3502629	3504209	-
1962	CCNA_03321	3502114	3502482	-
1960	CCNA_03319	3497932	3498732	-
1959	CCNA_03318	3496374	3497750	-
1958	CCNA_03317	3492997	3496248	-
1954	CCNA_03313	3487939	3488355	-
1952	CCNA_03311	3487017	3487334	-
1952	CCNA_03310	3486449	3487006	-
1950	CCNA_03306	3483670	3484041	-
1950	CCNA_03305	3483183	3483656	-
1950	CCNA_03304	3480990	3483068	-
1950	CCNA_03303	3479680	3480870	-
1949	CCNA_03302	3478474	3479457	-
1947	CCNA_03298	3469206	3472583	-
1944	CCNA_03294	3463221	3464447	-
1943	CCNA_03293	3460721	3462811	-
1943	CCNA_03292	3459075	3460628	-
1942	CCNA_03291	3457949	3458947	-
1942	CCNA_03290	3457415	3457891	-
1940	CCNA_03287	3456436	3456741	-
1940	CCNA_03286	3455888	3456568	-
1937	CCNA_03283	3452702	3453721	-
1934	CCNA_03280	3447503	3450943	-
1933	CCNA_03279	3446411	3447247	-
1932	CCNA_03278	3445147	3446265	-
1931	CCNA_03277	3443992	3445041	-
1929	CCNA_03275	3442706	3442846	-
1929	CCNA_03274	3442639	3442755	-
1928	CCNA_03271	3439382	3440587	-
1925	CCNA_03268	3437828	3438181	-
1923	CCNA_03266	3436670	3436996	-
1919	CCNA_03262	3430764	3431492	-
1919	CCNA_03261	3430135	3430767	-
1919	CCNA_03260	3429697	3430062	-
1919	CCNA_03259	3429300	3429683	-
1916	CCNA_03255	3426607	3427053	-
2421	CCNA_03989	3422208	3423167	-
1909	CCNA_03246	3412371	3413435	-
1907	CCNA_03244	3410275	3410946	-
1907	CCNA_03243	3408720	3410219	-
1907	CCNA_03242	3407266	3408723	-
1906	CCNA_03241	3405738	3407138	-
1906	CCNA_03240	3404359	3405741	-
1906	CCNA_03239	3403175	3404281	-
1906	CCNA_03238	3402127	3403047	-
1906	CCNA_03236	3401109	3401984	-
1906	CCNA_03235	3399818	3400963	-
1906	CCNA_03234	3399064	3399813	-
1906	CCNA_03233	3397643	3399046	-
1905	CCNA_03988	3397119	3397646	-
1905	CCNA_03230	3395725	3397122	-
1905	CCNA_03229	3394360	3395649	-
1905	CCNA_03228	3392256	3394277	-
1903	CCNA_03227	3389735	3392125	-
1903	CCNA_03226	3388367	3389683	-
1903	CCNA_03225	3387075	3388370	-
1902	CCNA_03224	3386717	3386956	-
1899	CCNA_03217	3377955	3378587	-
1898	CCNA_03216	3377577	3377777	-
1896	CCNA_03214	3375756	3376166	-
1894	CCNA_03212	3375108	3375323	-
1894	CCNA_03211	3374076	3375077	-
1892	CCNA_03209	3371685	3372908	-
1892	CCNA_03208	3370723	3371655	-
1887	CCNA_03202	3363139	3363765	-
1886	CCNA_03201	3361732	3363018	-
1885	CCNA_03200	3359910	3361634	-
1884	CCNA_03199	3358667	3359806	-
1883	CCNA_03198	3357782	3358591	-
1881	CCNA_03196	3356661	3356855	-
1879	CCNA_03194	3355055	3355417	-
1879	CCNA_03193	3354463	3355041	-
1879	CCNA_03192	3353828	3354463	-
1878	CCNA_03191	3351427	3353673	-
1875	CCNA_03186	3346487	3347602	-
1873	CCNA_03184	3344054	3345748	-
1873.1	CCNA_03183	3342290	3343900	-
1873.1	CCNA_03182	3341862	3342233	-
1871	CCNA_03180	3339416	3340147	-
1868	CCNA_03178	3337710	3338066	-
1868	CCNA_03177	3335473	3337461	-
1868	CCNA_03176	3335155	3335445	-
1868	CCNA_03175	3334806	3335210	-
1866	CCNA_03172	3331958	3332722	-
1866	CCNA_03171	3329327	3331879	-
1866	CCNA_03170	3328757	3329278	-
1864	CCNA_03168	3326871	3327722	-
1863	CCNA_03167	3325776	3326630	-
1861	CCNA_03165	3323565	3324974	-
1859	CCNA_03163	3319424	3320395	-
1859	CCNA_03162	3317963	3319408	-
1857	CCNA_03160	3316096	3316611	-
1851	CCNA_03150	3306126	3306284	-
1846	CCNA_03144	3296493	3298424	-
1845	CCNA_03143	3294602	3296371	-
1844	CCNA_03142	3292250	3294208	-
1842	CCNA_03139	3288469	3290322	-
2420	CCNA_03986	3285449	3285835	-
1838	CCNA_03133	3281228	3281524	-
1838	CCNA_03132	3280908	3281234	-
1838	CCNA_03131	3280062	3280865	-
1837	CCNA_03130	3278952	3279647	-
1836	CCNA_03129	3277316	3278692	-
1835	CCNA_03128	3276178	3277110	-
1831	CCNA_03123	3269474	3269770	-
1831	CCNA_03122	3268804	3269481	-
1831	CCNA_03121	3268559	3268819	-
1828.1	CCNA_03119	3267484	3267882	-
1828	CCNA_03118	3267043	3267282	-
1825	CCNA_03113	3263780	3264499	-
1824	CCNA_03112	3261956	3263242	-
1823	CCNA_03110	3261360	3261728	-
1821	CCNA_03108	3257575	3260856	-
1818	CCNA_03105	3255828	3256478	-
1816	CCNA_03102	3252367	3253851	-
1816	CCNA_03101	3251453	3252370	-
1815	CCNA_03100	3251134	3251355	-
1815	CCNA_03099	3250343	3251083	-
1813	CCNA_03097	3248201	3249202	-
1812	CCNA_03096	3245189	3247684	-
1811	CCNA_03095	3244001	3245026	-
1811	CCNA_03094	3242864	3243922	-
1808	CCNA_03090	3239258	3240220	-
1808	CCNA_03089	3238826	3239239	-
1805	CCNA_03086	3235578	3236024	-
1804	CCNA_03085	3234537	3235514	-
1803	CCNA_03084	3233155	3234393	-
1802	CCNA_03083	3231328	3233052	-
1801	CCNA_03082	3229845	3230597	-
1800	CCNA_03081	3229064	3229471	-
1800	CCNA_03884	3228846	3229025	-
1799	CCNA_03080	3228577	3228828	-
1799	CCNA_03079	3228294	3228629	-
1793	CCNA_03067	3219562	3219960	-
1792	CCNA_03066	3217329	3219419	-
1790	CCNA_03064	3216404	3216766	-
1790	CCNA_03063	3215326	3216423	-
1789	CCNA_03062	3213796	3214908	-
1786	CCNA_03059	3212014	3212571	-
1786	CCNA_03058	3211106	3212017	-
1786	CCNA_03057	3210738	3211103	-
1784	CCNA_03056	3210250	3210639	-
1783	CCNA_03055	3208375	3209055	-
1780	CCNA_03052	3206175	3207347	-
1779	CCNA_03051	3205573	3205971	-
1778	CCNA_03050	3204621	3205394	-
1777	CCNA_03049	3203019	3204485	-
1777	CCNA_03048	3201391	3202965	-
1777	CCNA_03047	3200639	3201394	-
1774	CCNA_03043	3198523	3198702	-
1774.1	CCNA_03042	3197836	3198348	-
1773	CCNA_03041	3196753	3197646	-
1773	CCNA_03040	3195074	3196756	-
1773	CCNA_03039	3194387	3195064	-
1773	CCNA_03038	3192834	3194387	-
1773	CCNA_03037	3191328	3192833	-
1773	CCNA_03036	3190347	3191324	-
1773	CCNA_03035	3189178	3190266	-
1772	CCNA_03034	3188908	3189102	-
1770	CCNA_03032	3186588	3187988	-
1770	CCNA_03031	3185752	3186591	-
1768	CCNA_03029	3183958	3184695	-
1768	CCNA_03028	3183110	3183961	-
1765	CCNA_03024	3179307	3180197	-
1765	CCNA_03023	3176921	3179086	-
1765	CCNA_03022	3175827	3177011	-
1765	CCNA_03021	3175645	3175857	-
1763	CCNA_03019	3171579	3174431	-
1762	CCNA_03017	3169203	3170129	-
1762	CCNA_03016	3168696	3169193	-
1762	CCNA_03015	3168427	3168684	-
1762	CCNA_03014	3167565	3168458	-
1760	CCNA_03011	3164576	3165085	-
1759	CCNA_03010	3164069	3164485	-
1756	CCNA_03002	3155705	3156322	-
1755	CCNA_03001	3155223	3155507	-
1754	CCNA_03000	3154279	3155121	-
1754	CCNA_02999	3153497	3154282	-
1751	CCNA_02997	3152607	3152816	-
1751	CCNA_02996	3151281	3152474	-
1749	CCNA_02994	3146857	3150156	-
1748	CCNA_02993	3145387	3146679	-
1748	CCNA_02992	3144917	3145387	-
1742	CCNA_02986	3140496	3142415	-
1739	CCNA_02980	3135581	3136372	-
1739	CCNA_02979	3134421	3135605	-
1736	CCNA_02976	3131479	3131838	-
1734	CCNA_02972	3128129	3128749	-
1733	CCNA_02971	3127025	3128053	-
1732.5	CCNA_03883	3125570	3125986	-
1732.5	CCNA_03902	3125238	3125573	-
1731	CCNA_02966	3122241	3122720	-
1731	CCNA_02965	3120990	3122231	-
1729	CCNA_03984	3119602	3119790	-
1729	CCNA_02963	3119317	3119577	-
1727	CCNA_02961	3117581	3118651	-
1724	CCNA_02957	3115680	3116042	-
1724	CCNA_02956	3115178	3115714	-
1724	CCNA_02955	3114400	3115173	-
1719	CCNA_02945	3104687	3106648	-
1711	CCNA_02935	3094958	3097171	-
1707	CCNA_02931	3091612	3091857	-
1706	CCNA_02930	3090917	3091450	-
1702	CCNA_02924	3086211	3086489	-
1701	CCNA_02923	3082765	3085839	-
1700	CCNA_02922	3082319	3082462	-
1696	CCNA_02910	3066392	3069331	-
1694	CCNA_02908	3063971	3064684	-
1690	CCNA_02902	3056617	3058752	-
1689	CCNA_02901	3054695	3056206	-
1689	CCNA_02900	3053174	3054487	-
1685	CCNA_02895	3043535	3046756	-
1684	CCNA_02894	3042233	3043390	-
1684	CCNA_02893	3040378	3042063	-
1680	CCNA_02889	3037453	3037959	-
1676	CCNA_02884	3032855	3033622	-
1675	CCNA_02883	3031082	3032707	-
1675	CCNA_02882	3030666	3031067	-
1673	CCNA_02880	3027016	3028719	-
1672	CCNA_02879	3026790	3026885	-
1671	CCNA_02878	3026557	3026715	-
1670	CCNA_02877	3024589	3025917	-
1670	CCNA_02875	3024178	3024576	-
1670	CCNA_02874	3023772	3024188	-
1667	CCNA_02872	3022019	3023239	-
1666	CCNA_03882	3021595	3021876	-
1666	CCNA_02871	3021200	3021598	-
1666	CCNA_02870	3020768	3021184	-
1665	CCNA_02869	3020328	3020612	-
1665	CCNA_02868	3020152	3020331	-
1665	CCNA_02867	3019649	3020155	-
1661	CCNA_02865	3018228	3018863	-
1661	CCNA_02864	3017602	3018228	-
1661	CCNA_02863	3016985	3017605	-
1660	CCNA_02862	3015316	3016860	-
1660	CCNA_02861	3013149	3015680	-
1658	CCNA_02860	3012116	3013060	-
1657	CCNA_02859	3011594	3011953	-
1657	CCNA_02858	3010290	3011597	-
1657	CCNA_02856	3009579	3010088	-
1656	CCNA_02855	3009133	3009450	-
1656	CCNA_02854	3008437	3009114	-
1656	CCNA_02853	3006909	3008306	-
1655	CCNA_02852	3005378	3006748	-
1653	CCNA_02850	3003473	3004585	-
1653	CCNA_02849	3002988	3003476	-
1653	CCNA_02848	3000851	3002833	-
1653	CCNA_02847	3000402	3000854	-
1652	CCNA_02846	2998630	3000222	-
1651	CCNA_02845	2997516	2998187	-
1651	CCNA_02844	2997265	2997483	-
1651	CCNA_02843	2996950	2997252	-
1651	CCNA_02842	2995539	2996945	-
1648	CCNA_02839	2991299	2994175	-
1647	CCNA_02838	2990620	2991021	-
1647	CCNA_02837	2990033	2990593	-
1647	CCNA_02836	2989564	2990016	-
1647	CCNA_02835	2988938	2989567	-
1647	CCNA_02834	2987948	2988889	-
1647	CCNA_02833	2987156	2987917	-
2415	CCNA_03980	2984595	2984720	-
1640	CCNA_02823	2979912	2980037	-
1639	CCNA_03978	2979670	2979816	-
1639	CCNA_02822	2978809	2979663	-
1639	CCNA_02821	2977478	2978812	-
1636	CCNA_02819	2975200	2975355	-
1634	CCNA_02817	2973979	2974182	-
1633	CCNA_02816	2973537	2973908	-
1633	CCNA_02815	2971567	2973531	-
1627	CCNA_02801	2958323	2959330	-
1625	CCNA_02798	2956406	2957080	-
1624	CCNA_02797	2956219	2956338	-
1624	CCNA_02796	2955973	2956107	-
1623	CCNA_02795	2955255	2955908	-
1623	CCNA_02794	2953501	2955258	-
1619	CCNA_02789	2945814	2946023	-
1618	CCNA_02788	2945506	2945736	-
1616	CCNA_02782	2939969	2940454	-
1613	CCNA_02777	2936207	2936341	-
1612	CCNA_02776	2934572	2936026	-
1611	CCNA_02775	2934282	2934473	-
1608	CCNA_02770	2930177	2931532	-
1608	CCNA_02769	2929409	2930173	-
1608	CCNA_02768	2928429	2929412	-
1608	CCNA_02767	2927176	2928432	-
1608	CCNA_02766	2926886	2927164	-
1608	CCNA_02765	2926506	2926889	-
1608	CCNA_02764	2926215	2926454	-
1602	CCNA_02756	2920073	2920831	-
1600	CCNA_02754	2917965	2919263	-
1599	CCNA_02753	2915012	2917471	-
1598	CCNA_02752	2912771	2914843	-
1597	CCNA_02751	2911679	2912677	-
1597	CCNA_02750	2911008	2911682	-
1597	CCNA_02749	2910514	2910963	-
1595	CCNA_02747	2909315	2910127	-
1593	CCNA_02745	2907542	2908183	-
1592	CCNA_02744	2906466	2907182	-
1591	CCNA_02743	2903886	2906294	-
1591	CCNA_03975	2903734	2903886	-
1591	CCNA_02742	2902466	2903737	-
1588	CCNA_02740	2900947	2901381	-
1588	CCNA_02739	2899970	2900950	-
2412	CCNA_03974	2899489	2899896	-
1586	CCNA_02737	2898473	2898928	-
1584	CCNA_02735	2897129	2897845	-
1584	CCNA_02734	2896213	2897085	-
1584	CCNA_02733	2895430	2896212	-
1582	CCNA_02732	2894963	2895169	-
1582	CCNA_02731	2894158	2894847	-
1578	CCNA_02726	2889287	2889817	-
1577	CCNA_02725	2887328	2888995	-
1577	CCNA_02724	2886373	2887317	-
1575	CCNA_02722	2884725	2885654	-
1571	CCNA_02710	2869616	2870272	-
1571.1	CCNA_02709	2869112	2869543	-
1567	CCNA_02705	2861842	2862051	-
1565	CCNA_02703	2858762	2859109	-
1565	CCNA_02702	2857314	2858762	-
1565	CCNA_02701	2854982	2857321	-
1565	CCNA_02700	2853848	2854864	-
1565	CCNA_02699	2852575	2853861	-
1563	CCNA_02694	2848273	2849238	-
1562	CCNA_02693	2846063	2848015	-
1561	CCNA_02692	2845243	2845935	-
1556	CCNA_02683	2835984	2837312	-
1556	CCNA_02682	2835214	2835987	-
1554	CCNA_02680	2832742	2833680	-
1553	CCNA_02679	2831838	2832590	-
1553	CCNA_02678	2830944	2831828	-
1551	CCNA_02676	2829259	2830155	-
1547	CCNA_02672	2824657	2825121	-
1547.1	CCNA_02671	2824375	2824536	-
1547.1	CCNA_03972	2824196	2824309	-
1547.1	CCNA_02670	2822632	2824239	-
1547.1	CCNA_02669	2821311	2822591	-
1547.1	CCNA_02668	2820665	2821294	-
1542	CCNA_02664	2818096	2818530	-
1541	CCNA_02663	2817456	2817884	-
1541	CCNA_02662	2815723	2817327	-
1538	CCNA_02658	2810792	2811589	-
1538	CCNA_02657	2810193	2810789	-
1538	CCNA_02656	2809368	2810180	-
1535	CCNA_02655	2808776	2809300	-
1531	CCNA_02651	2804514	2805407	-
1531	CCNA_02650	2803789	2804517	-
1531	CCNA_02649	2803178	2803789	-
1529	CCNA_02647	2800802	2801722	-
1528	CCNA_02646	2799491	2799961	-
1528	CCNA_02645	2798559	2799494	-
1528	CCNA_02644	2798119	2798562	-
1528	CCNA_02643	2796353	2798122	-
1528	CCNA_02642	2794896	2796356	-
1528	CCNA_02641	2793515	2794903	-
1528	CCNA_02640	2792403	2793515	-
1528	CCNA_02639	2790973	2792388	-
1528	CCNA_02638	2789113	2790969	-
1525	CCNA_02635	2786329	2787501	-
1525	CCNA_02634	2785244	2786329	-
1524	CCNA_02633	2782798	2785158	-
1522	CCNA_02631	2781597	2781770	-
1520	CCNA_02629	2779586	2781007	-
1520	CCNA_02628	2778529	2779434	-
1519	CCNA_02627	2776907	2778310	-
1518	CCNA_02626	2775710	2776684	-
1518	CCNA_02625	2774833	2775741	-
1518	CCNA_02624	2773477	2774802	-
1518.1	CCNA_03971	2773140	2773205	-
1518.1	CCNA_02623	2771579	2773105	-
1517	CCNA_02622	2769600	2771456	-
1513	CCNA_02618	2766600	2767070	-
1512	CCNA_02617	2765344	2766480	-
1512	CCNA_02616	2764250	2765323	-
1512	CCNA_02615	2762802	2764079	-
1511	CCNA_02614	2761679	2762686	-
1511	CCNA_02613	2761302	2761682	-
1510	CCNA_02612	2758473	2761115	-
1509	CCNA_02611	2757266	2758156	-
1505	CCNA_02606	2751246	2753765	-
1505	CCNA_02605	2750412	2751203	-
1505	CCNA_02604	2749903	2750319	-
1505	CCNA_02603	2748535	2749821	-
1501	CCNA_02601	2746432	2747541	-
1501	CCNA_02600	2745450	2746283	-
1501	CCNA_02599	2745226	2745402	-
1501	CCNA_02598	2744972	2745274	-
1500	CCNA_02597	2744512	2744892	-
1499	CCNA_02596	2743723	2744340	-
1498	CCNA_02595	2743138	2743458	-
1498	CCNA_02594	2742178	2743128	-
1497	CCNA_02593	2741733	2742110	-
1495	CCNA_02588	2738277	2739206	-
1495	CCNA_02587	2736340	2738157	-
2411	CCNA_03970	2733157	2733348	-
1489	CCNA_02578	2729198	2729842	-
1487	CCNA_02575	2727217	2727531	-
1483	CCNA_02569	2720568	2721197	-
1478	CCNA_02564	2712015	2713130	-
1478	CCNA_02563	2710778	2712001	-
1477	CCNA_02562	2708914	2710515	-
1477	CCNA_02561	2707489	2708913	-
1477	CCNA_02560	2706854	2707492	-
1476	CCNA_02559	2706236	2706730	-
1473	CCNA_02555	2702662	2703096	-
1470	CCNA_02547	2695941	2696318	-
1470	CCNA_02546	2694580	2695944	-
1470	CCNA_02545	2692800	2694473	-
1470	CCNA_02544	2692471	2692743	-
1467	CCNA_02540	2689408	2690706	-
1465	CCNA_02538	2687023	2688045	-
1462	CCNA_02534	2680963	2681133	-
1462	CCNA_03969	2680864	2680953	-
1460	CCNA_02532	2680477	2680680	-
1460	CCNA_02531	2679589	2680371	-
2387	CCNA_03899	2672953	2673444	-
1455	CCNA_02520	2670650	2670937	-
1455	CCNA_02519	2669181	2670650	-
1455	CCNA_02518	2667679	2669175	-
1453	CCNA_02516	2666167	2666892	-
1452	CCNA_02515	2665716	2665994	-
1450	CCNA_02513	2663309	2664847	-
1450	CCNA_02512	2662565	2663266	-
1450	CCNA_02511	2661300	2662568	-
1448	CCNA_02506	2656074	2656214	-
1446	CCNA_02497	2645968	2647773	-
1446	CCNA_02496	2644382	2645956	-
1444	CCNA_02486	2634163	2635053	-
1443	CCNA_02485	2632636	2634048	-
1443	CCNA_02484	2631756	2632583	-
1443	CCNA_02483	2630222	2631712	-
1443	CCNA_02482	2629234	2630172	-
1442	CCNA_02481	2626536	2629109	-
1442	CCNA_02480	2625023	2626486	-
1442	CCNA_02479	2623910	2625010	-
1442	CCNA_02478	2622982	2623884	-
1440	CCNA_02475	2620049	2620783	-
1440.1	CCNA_02474	2619485	2619961	-
1438	CCNA_02470	2612678	2613682	-
1436	CCNA_02468	2611664	2611921	-
1436.1	CCNA_02467	2610967	2611620	-
1436.1	CCNA_02466	2609942	2610925	-
1436.1	CCNA_02465	2608583	2609890	-
1435	CCNA_02464	2606007	2607314	-
1435	CCNA_02463	2605030	2606004	-
1433	CCNA_02461	2603706	2604170	-
1433	CCNA_02460	2603208	2603669	-
1430	CCNA_02457	2598431	2599438	-
1429	CCNA_02456	2597600	2598337	-
1428	CCNA_02455	2596689	2597264	-
1428	CCNA_02454	2592977	2596555	-
1428	CCNA_02453	2592489	2592992	-
1424	CCNA_02448	2589111	2589782	-
1424	CCNA_02447	2588329	2589087	-
1424	CCNA_02446	2587166	2588329	-
1422	CCNA_02444	2585347	2586378	-
1421	CCNA_02443	2584421	2585281	-
1420	CCNA_02442	2582757	2584259	-
1418	CCNA_02440	2581207	2582247	-
1418	CCNA_02439	2579905	2581197	-
1416	CCNA_02437	2577811	2578719	-
1416	CCNA_02436	2577082	2577531	-
1416	CCNA_02435	2575695	2576984	-
1416	CCNA_02434	2575252	2575692	-
1411	CCNA_02433	2574870	2575064	-
1411	CCNA_02432	2573283	2574749	-
1411	CCNA_02431	2571951	2573237	-
1411	CCNA_02430	2571450	2571929	-
1411	CCNA_02429	2570989	2571447	-
1410	CCNA_02428	2570674	2570892	-
1410	CCNA_02427	2570061	2570666	-
1410	CCNA_02426	2569003	2570064	-
1410	CCNA_02425	2568833	2569006	-
1407	CCNA_02423	2567378	2567818	-
1407	CCNA_02422	2566554	2567381	-
1406	CCNA_02421	2564732	2565640	-
1406	CCNA_02420	2564292	2564726	-
1406	CCNA_02419	2563550	2564281	-
1402	CCNA_02414	2558192	2559208	-
1402	CCNA_02413	2557000	2558163	-
1400	CCNA_02411	2555134	2556000	-
1397	CCNA_02408	2550731	2551864	-
1396	CCNA_02407	2549896	2550660	-
1394	CCNA_02402	2544607	2546151	-
1392	CCNA_02400	2542088	2543344	-
1392	CCNA_02399	2541255	2542061	-
1391	CCNA_02398	2540198	2541193	-
1389	CCNA_02396	2538661	2539389	-
1388	CCNA_02395	2538160	2538489	-
1387	CCNA_02394	2537390	2538052	-
1383	CCNA_02389	2532845	2534233	-
1383	CCNA_02388	2532165	2532848	-
1383	CCNA_02387	2530722	2532122	-
1383	CCNA_02386	2529502	2530725	-
1382	CCNA_02385	2528009	2529388	-
1381	CCNA_02384	2526023	2527813	-
1381	CCNA_02383	2525071	2525940	-
1379	CCNA_02380	2522992	2523348	-
1379	CCNA_02379	2522509	2522988	-
1377	CCNA_02377	2520520	2521242	-
1375	CCNA_02375	2519993	2520256	-
1375	CCNA_02374	2519668	2519934	-
1375	CCNA_02373	2518748	2519674	-
1375	CCNA_02372	2518633	2518776	-
1372	CCNA_02369	2512016	2513830	-
1372	CCNA_02368	2510397	2512040	-
1369	CCNA_02366	2507554	2509065	-
1369	CCNA_02365	2505205	2507520	-
1368	CCNA_02364	2502736	2505081	-
1366	CCNA_02362	2501722	2502216	-
1365	CCNA_02361	2500476	2501627	-
1365	CCNA_02360	2499556	2500476	-
1365	CCNA_02359	2498636	2499670	-
1365	CCNA_02358	2498072	2498596	-
1365	CCNA_02357	2496500	2497996	-
1363	CCNA_02356	2495393	2496361	-
1360	CCNA_02353	2492794	2493258	-
1360	CCNA_02352	2490617	2492791	-
1360	CCNA_02351	2489936	2490565	-
1355	CCNA_02344	2484136	2484849	-
1354	CCNA_02343	2482784	2484043	-
